,name,address,Website,Type,Size,city,state,zipcode,associates,Profit,Sector
1604,Our Lady of the Lake University-San Antonio,"411 SW 24th St, San Antonio, Texas 78207-4689",www.ollusa.edu,"4-year, Private not-for-profit",2642.0, San Antonio,Texas,78207-4689,0,Not-For-Profit,Private
1605,Ozark Christian College,"1111 N Main St, Joplin, Missouri 64801",www.occ.edu,"4-year, Private not-for-profit",612.0, Joplin,Missouri,64801,0,Not-For-Profit,Private
1606,Pace University-New York,"1 Pace Plaza, New York, New York 10038-1598",www.pace.edu,"4-year, Private not-for-profit",12704.0, New York,New,York 10038-1598,0,Not-For-Profit,Private
1607,Pacific College of Oriental Medicine,"3646 N Broadway-2nd Floor, Chicago, Illinois 60613",www.PacificCollege.edu,"4-year, Private for-profit",203.0, Chicago,Illinois,60613,0,For-Profit,Private
1608,Pacific College of Oriental Medicine,"7445 Mission Valley Rd Ste 105, San Diego, California 92108-4407",www.PacificCollege.edu,"4-year, Private for-profit",502.0, San Diego,California,92108-4407,0,For-Profit,Private
1609,Pacific College of Oriental Medicine-New York,"915 Broadway, 2nd Floor, New York, New York 10010-7108",WWW.PACIFICCOLLEGE.EDU,"4-year, Private for-profit",480.0, New York,New,York 10010-7108,0,For-Profit,Private
1610,Pacific Graduate School of Psychology,"405 Broadway St., Redwood City, California 94063",www.pgsp.edu,"4-year, Private not-for-profit",491.0, Redwood City,California,94063,0,Not-For-Profit,Private
1611,Pacific Islands Bible College,"172 Kinney's Road, Mangilao, Guam 96913",www.PIBC.edu,"4-year, Private not-for-profit",149.0, Mangilao,Guam,96913,0,Not-For-Profit,Private
1612,Pacific Lutheran Theological Seminary,"2770 Marin Ave, Berkeley, California 94708-1597",www.plts.edu,"4-year, Private not-for-profit",108.0, Berkeley,California,94708-1597,0,Not-For-Profit,Private
1613,Pacific Lutheran University,"1010 122nd St So, Tacoma, Washington 98447-0003",www.plu.edu,"4-year, Private not-for-profit",3652.0, Tacoma,Washington,98447-0003,0,Not-For-Profit,Private
1614,Pacific Northwest College of Art,"1241 NW Johnson, Portland, Oregon 97209-3023",www.pnca.edu,"4-year, Private not-for-profit",507.0, Portland,Oregon,97209-3023,0,Not-For-Profit,Private
1615,Pacific Oaks College,"5 Westmoreland Pl, Pasadena, California 91103",www.pacificoaks.edu,"4-year, Private not-for-profit",655.0, Pasadena,California,91103,0,Not-For-Profit,Private
1616,Pacific School of Religion,"1798 Scenic Ave, Berkeley, California 94709",www.psr.edu,"4-year, Private not-for-profit",198.0, Berkeley,California,94709,0,Not-For-Profit,Private
1617,Pacific States University,"1516 S Western Ave, Los Angeles, California 90006-4234",www.psuca.edu,"4-year, Private not-for-profit",216.0, Los Angeles,California,90006-4234,0,Not-For-Profit,Private
1618,Pacific Union College,"One Angwin Ave, Angwin, California 94508-9707",www.puc.edu,"4-year, Private not-for-profit",1278.0, Angwin,California,94508-9707,0,Not-For-Profit,Private
1619,Pacific University,"2043 College Way, Forest Grove, Oregon 97116",www.pacificu.edu,"4-year, Private not-for-profit",3167.0, Forest Grove,Oregon,97116,0,Not-For-Profit,Private
1620,Pacifica Graduate Institute,"249 Lambert Rd, Carpinteria, California 93013",www.pacifica.edu,"4-year, Private for-profit",675.0, Carpinteria,California,93013,0,For-Profit,Private
1621,Paier College of Art Inc,"20 Gorham Ave, Hamden, Connecticut 06514-3902",www.paiercollegeofart.edu,"4-year, Private for-profit",221.0, Hamden,Connecticut,06514-3902,0,For-Profit,Private
1622,Paine College,"1235 15th St, Augusta, Georgia 30901-3182",www.paine.edu,"4-year, Private not-for-profit",863.0, Augusta,Georgia,30901-3182,0,Not-For-Profit,Private
1623,Palm Beach Atlantic University-West Palm Beach,"901 S. Flagler Drive, West Palm Beach, Florida 33401",www.pba.edu,"4-year, Private not-for-profit",3226.0, West Palm Beach,Florida,33401,0,Not-For-Profit,Private
1624,Palmer College of Chiropractic,"1000 Brady St, Davenport, Iowa 52803-5287",www.palmer.edu,"4-year, Private not-for-profit",2167.0, Davenport,Iowa,52803-5287,0,Not-For-Profit,Private
1625,Palmer College of Chiropractic-West Campus,"90 E Tasman Dr, San Jose, California 95134-1617",www.palmer.edu,"4-year, Private not-for-profit",285.0, San Jose,California,95134-1617,0,Not-For-Profit,Private
1626,Pardee Rand Graduate School of Policy Studies,"1776 Main St, Santa Monica, California 90407-2138",www.prgs.edu,"4-year, Private not-for-profit",112.0, Santa Monica,California,90407-2138,0,Not-For-Profit,Private
1627,Park University,"8700 NW River Park Dr, Parkville, Missouri 64152-3795",www.park.edu,"4-year, Private not-for-profit",12457.0, Parkville,Missouri,64152-3795,0,Not-For-Profit,Private
1628,Parker College of Chiropractic,"2500 Walnut Hill Ln, Dallas, Texas 75229-5668",www.parkercc.edu,"4-year, Private not-for-profit",985.0, Dallas,Texas,75229-5668,0,Not-For-Profit,Private
1629,Patricia Stevens College,"330 North Fourth Street, Suite 306, Saint Louis, Missouri 63102-2008",www.patriciastevenscollege.EDU,"4-year, primarily associate's, Private for-profit",182.0, Saint Louis,Missouri,63102-2008,1,For-Profit,Private
1630,Patten University,"2433 Coolidge Ave, Oakland, California 94601",www.patten.edu,"4-year, Private not-for-profit",1056.0, Oakland,California,94601,0,Not-For-Profit,Private
1631,Paul Quinn College,"3837 Simpson Stuart Rd, Dallas, Texas 75241",www.pqc.edu,"4-year, Private not-for-profit",445.0, Dallas,Texas,75241,0,Not-For-Profit,Private
1632,Paul Smiths College of Arts and Science,"State Routes 30 and 86, Paul Smiths, New York 12970-0265",www.paulsmiths.edu,"4-year, primarily associate's, Private not-for-profit",933.0, Paul Smiths,New,York 12970-0265,1,Not-For-Profit,Private
1633,Payne Theological Seminary,"1230 Wilberforce-Clifton Rd., P.O. Box 474, Wilberforce, Ohio 45384-0474",www.payne.edu,"4-year, Private not-for-profit",82.0, Wilberforce,Ohio,45384-0474,0,Not-For-Profit,Private
1634,Peace College,"15 E Peace St, Raleigh, North Carolina 27604-1194",www.peace.edu,"4-year, Private not-for-profit",713.0, Raleigh,North,Carolina 27604-1194,0,Not-For-Profit,Private
1635,Peirce College,"1420 Pine Street, Philadelphia, Pennsylvania 19102-4699",www.peirce.edu,"4-year, Private not-for-profit",2051.0, Philadelphia,Pennsylvania,19102-4699,0,Not-For-Profit,Private
1636,Peninsula College,"1502 E Lauridsen Blvd, Port Angeles, Washington 98362",www.pc.ctc.edu,"4-year, primarily associate's, Public",3776.0, Port Angeles,Washington,98362,1,Not-For-Profit,Private
1637,Pennsylvania Academy of the Fine Arts,"128 N. Broad Street, Philadelphia, Pennsylvania 19102-1510",WWW.PAFA.ORG,"4-year, Private not-for-profit",326.0, Philadelphia,Pennsylvania,19102-1510,0,Not-For-Profit,Private
1638,Pennsylvania College of Art and Design,"204 N Prince St, Lancaster, Pennsylvania 17608-0059",www.pcad.edu,"4-year, Private not-for-profit",298.0, Lancaster,Pennsylvania,17608-0059,0,Not-For-Profit,Private
1639,Pennsylvania College of Technology,"One College Ave, Williamsport, Pennsylvania 17701-5799",www.pct.edu,"4-year, primarily associate's, Public",6510.0, Williamsport,Pennsylvania,17701-5799,1,Not-For-Profit,Private
1640,Pennsylvania State University-Brandywine,"25 Yearsley Mill Rd, Media, Pennsylvania 19063-5522",www.de.psu.edu/,"4-year, Public",1615.0, Media,Pennsylvania,19063-5522,0,Not-For-Profit,Private
1641,Pennsylvania State University-College of Medicine,"500 University Dr, Hershey, Pennsylvania 17033-2360",www.HMC.psu.edu/COLLEGE/,"4-year, Public",818.0, Hershey,Pennsylvania,17033-2360,0,Not-For-Profit,Private
1642,Pennsylvania State University-Main Campus,"201 Old Main, University Park, Pennsylvania 16802-1589",www.psu.edu/,"4-year, Public",44406.0, University Park,Pennsylvania,16802-1589,0,Not-For-Profit,Private
1643,Pennsylvania State University-Penn State Abington,"1600 Woodland Rd, Abington, Pennsylvania 19001-3918",www.abington.psu.edu,"4-year, Public",3394.0, Abington,Pennsylvania,19001-3918,0,Not-For-Profit,Private
1644,Pennsylvania State University-Penn State Altoona,"3000 Ivyside Pk, Altoona, Pennsylvania 16601-3777",www.aa.psu.edu/,"4-year, Public",4013.0, Altoona,Pennsylvania,16601-3777,0,Not-For-Profit,Private
1645,Pennsylvania State University-Penn State Beaver,"100 University Dr, Monaca, Pennsylvania 15061-2764",www.br.psu.edu/,"4-year, Public",845.0, Monaca,Pennsylvania,15061-2764,0,Not-For-Profit,Private
1646,Pennsylvania State University-Penn State Berks,"Tulpehocken Rd, Reading, Pennsylvania 19610-1016",www.bk.psu.edu/,"4-year, Public",2800.0, Reading,Pennsylvania,19610-1016,0,Not-For-Profit,Private
1647,Pennsylvania State University-Penn State Dubois,"One College Place, Dubois, Pennsylvania 15801-2597",www.ds.psu.edu/,"4-year, primarily associate's, Public",963.0, Dubois,Pennsylvania,15801-2597,1,Not-For-Profit,Private
1648,Pennsylvania State University-Penn State Erie-Behrend College,"5091 Station Rd, Erie, Pennsylvania 16563-0002",www.pserie.psu.edu/,"4-year, Public",4334.0, Erie,Pennsylvania,16563-0002,0,Not-For-Profit,Private
1649,Pennsylvania State University-Penn State Fayette- Eberly Campus,"One University Dr, Route 119 North, Uniontown, Pennsylvania 15401-0519",www.fe.psu.edu/,"4-year, primarily associate's, Public",1099.0, Uniontown,Pennsylvania,15401-0519,1,Not-For-Profit,Private
1650,Pennsylvania State University-Penn State Great Valley,"30 E Swedesford Rd, Malvern, Pennsylvania 19355-1488",www.gv.psu.edu,"4-year, Public",1033.0, Malvern,Pennsylvania,19355-1488,0,Not-For-Profit,Private
1651,Pennsylvania State University-Penn State Greater Allegheny,"4000 University Dr, McKeesport, Pennsylvania 15131-7644",www.ga.psu.edu/,"4-year, Public",767.0, McKeesport,Pennsylvania,15131-7644,0,Not-For-Profit,Private
1652,Pennsylvania State University-Penn State Harrisburg,"777 W Harrisburg Pike, Middletown, Pennsylvania 17057-4846",www.hbg.psu.edu,"4-year, Public",3936.0, Middletown,Pennsylvania,17057-4846,0,Not-For-Profit,Private
1653,Pennsylvania State University-Penn State Hazleton,"76 University Drive, Hazleton, Pennsylvania 18202-8025",www.hn.psu.edu/,"4-year, primarily associate's, Public",1228.0, Hazleton,Pennsylvania,18202-8025,1,Not-For-Profit,Private
1654,Pennsylvania State University-Penn State Lehigh Valley,"8380 Mohr Ln, Fogelsville, Pennsylvania 18051-1918",www.an.psu.edu/,"4-year, Public",816.0, Fogelsville,Pennsylvania,18051-1918,0,Not-For-Profit,Private
1655,Pennsylvania State University-Penn State Mont Alto,"One Campus Dr, Mont Alto, Pennsylvania 17237-9700",www.ma.psu.edu/,"4-year, primarily associate's, Public",1189.0, Mont Alto,Pennsylvania,17237-9700,1,Not-For-Profit,Private
1656,Pennsylvania State University-Penn State New Kensington,"3550 7th Street Road Rte 780, Upper Burrell, Pennsylvania 15068-1765",www.nk.psu.edu/,"4-year, Public",876.0, Upper Burrell,Pennsylvania,15068-1765,0,Not-For-Profit,Private
1657,Pennsylvania State University-Penn State Schuylkill,"200 University Dr, Schuylkill Haven, Pennsylvania 17972-2202",www.sl.psu.edu,"4-year, Public",1032.0, Schuylkill Haven,Pennsylvania,17972-2202,0,Not-For-Profit,Private
1658,Pennsylvania State University-Penn State Shenango,"147 Shenango Ave, Sharon, Pennsylvania 16146-1537",www.shenango.psu.edu,"4-year, primarily associate's, Public",836.0, Sharon,Pennsylvania,16146-1537,1,Not-For-Profit,Private
1659,Pennsylvania State University-Penn State Wilkes-Barre,"Old Rte 115, Lehman, Pennsylvania 18627-0217",www.wb.psu.edu/,"4-year, Public",684.0, Lehman,Pennsylvania,18627-0217,0,Not-For-Profit,Private
1660,Pennsylvania State University-Penn State Worthington Scranton,"120 Ridge View Dr, Dunmore, Pennsylvania 18512-1602",www.sn.psu.edu/,"4-year, Public",1379.0, Dunmore,Pennsylvania,18512-1602,0,Not-For-Profit,Private
1661,Pennsylvania State University-Penn State York,"1031 Edgecomb Ave, York, Pennsylvania 17403-3326",www.yk.psu.edu/,"4-year, Public",1587.0, York,Pennsylvania,17403-3326,0,Not-For-Profit,Private
1662,Pepperdine University,"24255 Pacific Coast Hwy, Malibu, California 90263",www.pepperdine.edu/,"4-year, Private not-for-profit",7614.0, Malibu,California,90263,0,Not-For-Profit,Private
1663,Peru State College,"600 Hoyt Street, Peru, Nebraska 68421-0010",www.peru.edu,"4-year, Public",2328.0, Peru,Nebraska,68421-0010,0,Not-For-Profit,Private
1664,Pfeiffer University,"48380 Hwy 52n, Misenheimer, North Carolina 28109-0960",www.pfeiffer.edu,"4-year, Private not-for-profit",2019.0, Misenheimer,North,Carolina 28109-0960,0,Not-For-Profit,Private
1665,Philadelphia Biblical University-Langhorne,"200 Manor Ave, Langhorne, Pennsylvania 19047-2990",www.pbu.edu,"4-year, Private not-for-profit",1335.0, Langhorne,Pennsylvania,19047-2990,0,Not-For-Profit,Private
1666,Philadelphia College of Osteopathic Medicine,"4170 City Ave, Philadelphia, Pennsylvania 19131",www.pcom.edu,"4-year, Private not-for-profit",2148.0, Philadelphia,Pennsylvania,19131,0,Not-For-Profit,Private
1667,Philadelphia University,"School House Lane and Henry Avenue, Philadelphia, Pennsylvania 19144-5497",www.philau.edu,"4-year, Private not-for-profit",3360.0, Philadelphia,Pennsylvania,19144-5497,0,Not-For-Profit,Private
1668,Phillips Graduate Institute,"5445 Balboa Blvd, Encino, California 91316-1509",pgi.edu,"4-year, Private not-for-profit",309.0, Encino,California,91316-1509,0,Not-For-Profit,Private
1669,Phillips Theological Seminary,"901 N Mingo Rd, Tulsa, Oklahoma 74116-5612",www.ptstulsa.edu,"4-year, Private not-for-profit",15.0, Tulsa,Oklahoma,74116-5612,0,Not-For-Profit,Private
1670,Phoenix Institute of Herbal Medicine & Acupuncture,"301 E Bethany Home Rd Ste A100, Phoenix, Arizona 85012",www.pihma.edu,"4-year, Private for-profit",119.0, Phoenix,Arizona,85012,0,For-Profit,Private
1671,Phoenix School of Law,"4041 N. Central Avenue Ste 100, Phoenix, Arizona 85012",www.phoenixlaw.edu,"4-year, Private for-profit",335.0, Phoenix,Arizona,85012,0,For-Profit,Private
1672,Phoenix Seminary,"4222 E Thomas Rd Ste 400, Phoenix, Arizona 85018-7607",www.phoenixseminary.edu,"4-year, Private not-for-profit",177.0, Phoenix,Arizona,85018-7607,0,Not-For-Profit,Private
1673,Piedmont Baptist College and Graduate School,"420 S. Broad St., Winston Salem, North Carolina 27101",www.pbc.edu/,"4-year, Private not-for-profit",393.0, Winston Salem,North,Carolina 27101,0,Not-For-Profit,Private
1674,Piedmont College,"165 Central Ave, Demorest, Georgia 30535-0010",www.piedmont.edu,"4-year, Private not-for-profit",2783.0, Demorest,Georgia,30535-0010,0,Not-For-Profit,Private
1675,Pikeville College,"147 Sycamore St, Pikeville, Kentucky 41501",www.pc.edu,"4-year, Private not-for-profit",1077.0, Pikeville,Kentucky,41501,0,Not-For-Profit,Private
1676,Pine Manor College,"400 Heath St, Chestnut Hill, Massachusetts 02467",www.pmc.edu,"4-year, Private not-for-profit",441.0, Chestnut Hill,Massachusetts,02467,0,Not-For-Profit,Private
1677,Pioneer Pacific College,"27501 SW Parkway Ave, Wilsonville, Oregon 97070-9296",www.pioneerpacific.edu,"4-year, primarily associate's, Private for-profit",1273.0, Wilsonville,Oregon,97070-9296,1,For-Profit,Private
1678,Pittsburg State University,"1701 S Broadway, Pittsburg, Kansas 66762",www.pittstate.edu,"4-year, Public",7127.0, Pittsburg,Kansas,66762,0,Not-For-Profit,Private
1679,Pittsburgh Theological Seminary,"616 N Highland Ave, Pittsburgh, Pennsylvania 15206-2596",www.pts.edu,"4-year, Private not-for-profit",318.0, Pittsburgh,Pennsylvania,15206-2596,0,Not-For-Profit,Private
1680,Pitzer College,"1050 North Mills Avenue, Claremont, California 91711-6101",www.pitzer.edu,"4-year, Private not-for-profit",1025.0, Claremont,California,91711-6101,0,Not-For-Profit,Private
1681,Platt College,"2727 W. Memorial Rd, Oklahoma City, Oklahoma 73134",www.plattcollege.org,"4-year, primarily associate's, Private for-profit",380.0, Oklahoma City,Oklahoma,73134,1,For-Profit,Private
1682,Platt College,"3100 S Parker Rd, Aurora, Colorado 80014-3141",www.plattcolorado.edu,"4-year, Private for-profit",153.0, Aurora,Colorado,80014-3141,0,For-Profit,Private
1683,Platt College-Los Angeles,"1000 South Fremont Avenue, A9w, Alhambra, California 91803",www.plattcollege.edu,"4-year, primarily associate's, Private for-profit",223.0, Alhambra,California,91803,1,For-Profit,Private
1684,Platt College-Ontario,"3700 Inland Empire Boulevard, Ontario, California 91764",www.plattcollege.edu,"4-year, primarily associate's, Private for-profit",385.0, Ontario,California,91764,1,For-Profit,Private
1685,Platt College-San Diego,"6250 El Cajon Blvd, San Diego, California 92115-3919",www.platt.edu,"4-year, primarily associate's, Private for-profit",289.0, San Diego,California,92115-3919,1,For-Profit,Private
1686,Plaza College,"74-09 37th Ave, Jackson Heights, New York 11372",WWW.PLAZACOLLEGE.EDU,"4-year, primarily associate's, Private for-profit",724.0, Jackson Heights,New,York 11372,1,For-Profit,Private
1687,Plymouth State University,"17 High Street, Plymouth, New Hampshire 03264-1595",www.plymouth.edu,"4-year, Public",6540.0, Plymouth,New,Hampshire 03264-1595,0,Not-For-Profit,Private
1688,Point Loma Nazarene University,"3900 Lomaland Dr, San Diego, California 92106-2899",www.pointloma.edu/home.htm,"4-year, Private not-for-profit",3390.0, San Diego,California,92106-2899,0,Not-For-Profit,Private
1689,Point Park University,"201 Wood St, Pittsburgh, Pennsylvania 15222-1984",www.pointpark.edu,"4-year, Private not-for-profit",3784.0, Pittsburgh,Pennsylvania,15222-1984,0,Not-For-Profit,Private
1690,Polytechnic Institute of New York University,"Six Metrotech Ctr, Brooklyn, New York 11201",www.poly.edu,"4-year, Private not-for-profit",3983.0, Brooklyn,New,York 11201,0,Not-For-Profit,Private
1691,Pomona College,"550 N College Ave Alexander Hall, Claremont, California 91711-6319",www.pomona.edu,"4-year, Private not-for-profit",1532.0, Claremont,California,91711-6319,0,Not-For-Profit,Private
1692,Ponce School of Medicine,"Urb Industrial Reparada Marginal St Lot 2, Ponce, Puerto Rico 00732",www.psm.edu,"4-year, Private not-for-profit",602.0, Ponce,Puerto,Rico 00732,0,Not-For-Profit,Private
1693,Pontifical Catholic University of Puerto Rico-Arecibo,"Carretera 662 KM 2.3, Arecibo, Puerto Rico 00614-4045",arecibo.pucpr.edu,"4-year, Private not-for-profit",645.0, Arecibo,Puerto,Rico 00614-4045,0,Not-For-Profit,Private
1694,Pontifical Catholic University of Puerto Rico-Mayaguez,"482 Calle Ramon Emerito Betances  Sur, Mayaguez, Puerto Rico 00680-1713",www.pucpr.edu,"4-year, Private not-for-profit",1547.0, Mayaguez,Puerto,Rico 00680-1713,0,Not-For-Profit,Private
1695,Pontifical Catholic University of Puerto Rico-Ponce,"2250 Las Americas Ave. Suite 608, Ponce, Puerto Rico 00717-9997",www.pucpr.edu,"4-year, Private not-for-profit",7413.0, Ponce,Puerto,Rico 00717-9997,0,Not-For-Profit,Private
1696,Pontifical College Josephinum,"7625 N High Street, Columbus, Ohio 43235-1499",WWW.PCJ.EDU,"4-year, Private not-for-profit",184.0, Columbus,Ohio,43235-1499,0,Not-For-Profit,Private
1697,Portland State University,"724 SW Harrison, Portland, Oregon 97201",www.pdx.edu,"4-year, Public",26382.0, Portland,Oregon,97201,0,Not-For-Profit,Private
1698,Post University,"800 Country Club Rd, Waterbury, Connecticut 06723",www.post.edu/,"4-year, Private for-profit",1687.0, Waterbury,Connecticut,06723,0,For-Profit,Private
1699,Potomac College,"1029 Herndon Pkwy, Herndon, Virginia 20170",www.potomac.edu,"4-year, Private for-profit",149.0, Herndon,Virginia,20170,0,For-Profit,Private
1700,Potomac College,"4000 Chesapeake St NW, Washington, District of Columbia 20016",www.potomac.edu,"4-year, Private for-profit",466.0, Washington,District,of Columbia 20016,0,For-Profit,Private
1701,Prairie View A & M University,"5th Street Ave. A, L.W. Minor Street., Prairie View, Texas 77446",www.pvamu.edu,"4-year, Public",8203.0, Prairie View,Texas,77446,0,Not-For-Profit,Private
1702,Pratt Institute-Main,"200 Willoughby Ave, Brooklyn, New York 11205",www.pratt.edu,"4-year, Private not-for-profit",4946.0, Brooklyn,New,York 11205,0,Not-For-Profit,Private
1703,Presbyterian College,"503 S Broad St, Clinton, South Carolina 29325",www.presby.edu,"4-year, Private not-for-profit",1177.0, Clinton,South,Carolina 29325,0,Not-For-Profit,Private
1704,Prescott College,"220 Grove Ave, Prescott, Arizona 86301",www.prescott.edu,"4-year, Private not-for-profit",1065.0, Prescott,Arizona,86301,0,Not-For-Profit,Private
1705,Presentation College,"1500 N Main, Aberdeen, South Dakota 57401-1280",www.presentation.edu,"4-year, Private not-for-profit",733.0, Aberdeen,South,Dakota 57401-1280,0,Not-For-Profit,Private
1706,Princeton Theological Seminary,"64 Mercer St, Princeton, New Jersey 08542-0803",www.ptsem.edu,"4-year, Private not-for-profit",638.0, Princeton,New,Jersey 08542-0803,0,Not-For-Profit,Private
1707,Princeton University,"Princeton, New Jersey 08544-0070",www.princeton.edu,"4-year, Private not-for-profit",7330.0, New Jersey 08544-0070,,,0,Not-For-Profit,Private
1708,Principia College,"1 Maybeck Place, Elsah, Illinois 62028-9799",www.prin.edu,"4-year, Private not-for-profit",519.0, Elsah,Illinois,62028-9799,0,Not-For-Profit,Private
1709,Providence College,"River Ave and Eaton St, Providence, Rhode Island 02918-0001",www.providence.edu,"4-year, Private not-for-profit",5085.0, Providence,Rhode,Island 02918-0001,0,Not-For-Profit,Private
1710,Puerto Rico Conservatory of Music,"Urb Roosevelt 350 Rafael Lamar St, San Juan, Puerto Rico 00918-2199",www.cmpr.edu,"4-year, Public",442.0, San Juan,Puerto,Rico 00918-2199,0,Not-For-Profit,Private
1711,Purdue University-Calumet Campus,"2200 169th St, Hammond, Indiana 46323-2094",www.calumet.purdue.edu,"4-year, Public",9325.0, Hammond,Indiana,46323-2094,0,Not-For-Profit,Private
1712,Purdue University-Main Campus,"Hovde Hall of Administration, West Lafayette, Indiana 47907-2040",www.purdue.edu,"4-year, Public",41433.0, West Lafayette,Indiana,47907-2040,0,Not-For-Profit,Private
1713,Purdue University-North Central Campus,"1401 S US Hwy 421, Westville, Indiana 46391-9542",www.pnc.edu,"4-year, Public",4245.0, Westville,Indiana,46391-9542,0,Not-For-Profit,Private
1714,Queens University of Charlotte,"1900 Selwyn Ave, Charlotte, North Carolina 28274-0001",www.queens.edu,"4-year, Private not-for-profit",2302.0, Charlotte,North,Carolina 28274-0001,0,Not-For-Profit,Private
1715,Quincy University,"1800 College Ave, Quincy, Illinois 62301-2699",www.quincy.edu,"4-year, Private not-for-profit",1424.0, Quincy,Illinois,62301-2699,0,Not-For-Profit,Private
1716,Quinnipiac University,"Mt Carmel Ave, Hamden, Connecticut 06518",www.quinnipiac.edu,"4-year, Private not-for-profit",7413.0, Hamden,Connecticut,06518,0,Not-For-Profit,Private
1717,Radford University,"East Main Street, Radford, Virginia 24141-0672",www.radford.edu,"4-year, Public",9157.0, Radford,Virginia,24141-0672,0,Not-For-Profit,Private
1718,Ramapo College of New Jersey,"505 Ramapo Valley Rd, Mahwah, New Jersey 07430-1680",www.ramapo.edu,"4-year, Public",5847.0, Mahwah,New,Jersey 07430-1680,0,Not-For-Profit,Private
1719,Randolph College,"2500 Rivermont Ave, Lynchburg, Virginia 24503-1555",www.randolphcollege.edu,"4-year, Private not-for-profit",568.0, Lynchburg,Virginia,24503-1555,0,Not-For-Profit,Private
1720,Randolph-Macon College,"204 Henry St, Ashland, Virginia 23005-5505",www.rmc.edu/Offices/Institutional-Research/ipeds.aspx,"4-year, Private not-for-profit",1201.0, Ashland,Virginia,23005-5505,0,Not-For-Profit,Private
1721,Ranken Technical College,"4431 Finney Ave, Saint Louis, Missouri 63113-2811",www.ranken.edu,"4-year, primarily associate's, Private not-for-profit",1626.0, Saint Louis,Missouri,63113-2811,1,Not-For-Profit,Private
1722,Rasmussen College-Bismarck,"1701 E. Century Ave., Bismarck, North Dakota 58503-0658",www.rasmussen.edu,"4-year, primarily associate's, Private for-profit",505.0, Bismarck,North,Dakota 58503-0658,1,For-Profit,Private
1723,Rasmussen College-Brooklyn Park,"8301 93rd Ave N, Brooklyn Park, Minnesota 55445-1512",www.rasmussen.edu,"4-year, primarily associate's, Private for-profit",924.0, Brooklyn Park,Minnesota,55445-1512,1,For-Profit,Private
1724,Rasmussen College-Eagan,"3500 Federal Dr, Eagan, Minnesota 55122-1346",www.rasmussen.edu,"4-year, primarily associate's, Private for-profit",733.0, Eagan,Minnesota,55122-1346,1,For-Profit,Private
1725,Rasmussen College-Eden Prairie,"7905 Golden Triangle Drive, Suite 100, Eden Prairie, Minnesota 55344-7220",www.rasmussen.edu,"4-year, primarily associate's, Private for-profit",1045.0, Eden Prairie,Minnesota,55344-7220,1,For-Profit,Private
1726,Rasmussen College-Fargo,"4012 19th Ave SW, Fargo, North Dakota 58103-7196",www.rasmussen.edu,"4-year, primarily associate's, Private for-profit",954.0, Fargo,North,Dakota 58103-7196,1,For-Profit,Private
1727,Rasmussen College-Fort Myers,"9160 Forum Corporate Parkway, Suite 100, Fort Myers, Florida 33905-7805",www.rasmussen.edu,"4-year, primarily associate's, Private for-profit",164.0, Fort Myers,Florida,33905-7805,1,For-Profit,Private
1728,Rasmussen College-Lake Elmo,"8565 Eagle Point Circle, Lake Elmo, Minnesota 55042-8637",www.rasmussen.edu,"4-year, primarily associate's, Private for-profit",534.0, Lake Elmo,Minnesota,55042-8637,1,For-Profit,Private
1729,Rasmussen College-Mankato,"130 Saint Andrews Drive, Mankato, Minnesota 56001",www.rasmussen.edu,"4-year, primarily associate's, Private for-profit",690.0, Mankato,Minnesota,56001,1,For-Profit,Private
1730,Rasmussen College-Ocala,"2221 SW 19th Avenue Road, Ocala, Florida 34471-7751",www.rasmussen.edu,"4-year, primarily associate's, Private for-profit",1229.0, Ocala,Florida,34471-7751,1,For-Profit,Private
1731,Rasmussen College-Pasco County,"2127 Grand Blvd, Holiday, Florida 34690-4554",www.rasmussen.edu,"4-year, primarily associate's, Private for-profit",576.0, Holiday,Florida,34690-4554,1,For-Profit,Private
1732,Rasmussen College-St Cloud,"226 Park Avenue South, St. Cloud, Minnesota 56301-3713",www.rasmussen.edu,"4-year, primarily associate's, Private for-profit",914.0, St. Cloud,Minnesota,56301-3713,1,For-Profit,Private
1733,Reconstructionist Rabbinical College,"1299 Church Rd, Wyncote, Pennsylvania 19095-1898",www.rrc.edu,"4-year, Private not-for-profit",59.0, Wyncote,Pennsylvania,19095-1898,0,Not-For-Profit,Private
1734,Reed College,"3203 SE Woodstock Blvd, Portland, Oregon 97202-8199",www.reed.edu,"4-year, Private not-for-profit",1471.0, Portland,Oregon,97202-8199,0,Not-For-Profit,Private
1735,Reformed Presbyterian Theological Seminary,"7418 Penn Ave, Pittsburgh, Pennsylvania 15208-2594",www.rpts.edu,"4-year, Private not-for-profit",86.0, Pittsburgh,Pennsylvania,15208-2594,0,Not-For-Profit,Private
1736,Regent University,"1000 Regent University Dr, Virginia Beach, Virginia 23464",www.regent.edu,"4-year, Private not-for-profit",4278.0, Virginia Beach,Virginia,23464,0,Not-For-Profit,Private
1737,Regis College,"235 Wellesley St, Weston, Massachusetts 02493-1571",www.regiscollege.edu,"4-year, Private not-for-profit",1590.0, Weston,Massachusetts,02493-1571,0,Not-For-Profit,Private
1738,Regis University,"3333 Regis Blvd, Denver, Colorado 80221-1099",www.regis.edu/,"4-year, Private not-for-profit",11040.0, Denver,Colorado,80221-1099,0,Not-For-Profit,Private
